match,teamInnings,battingPos,batsmanName,runs,balls,4s,6s,SR,out/not_out,match_id
South Africa Vs Sri Lanka,Sri Lanka,6,Dhananjaya de Silva,11,14,1,0,78.57,out,ODI # 4661
South Africa Vs Sri Lanka,Sri Lanka,7,Dasun Shanaka (c),68,62,6,3,109.67,out,ODI # 4661
South Africa Vs Sri Lanka,Sri Lanka,8,Dunith Wellalage,0,1,0,0,0.00,out,ODI # 4661
South Africa Vs Sri Lanka,Sri Lanka,9,Kasun Rajitha,33,31,4,1,106.45,out,ODI # 4661
South Africa Vs Sri Lanka,Sri Lanka,10,Matheesha Pathirana,5,16,1,0,31.25,out,ODI # 4661
South Africa Vs Sri Lanka,Sri Lanka,11,Dilshan Madushanka,4,2,1,0,200.00,not_out,ODI # 4661
Afghanistan Vs India,Afghanistan,1,Rahmanullah Gurbaz,21,28,3,1,75.00,out,ODI # 4666
Afghanistan Vs India,Afghanistan,2,Ibrahim Zadran,22,28,4,0,78.57,out,ODI # 4666
Afghanistan Vs India,Afghanistan,3,Rahmat Shah,16,22,3,0,72.72,out,ODI # 4666
Afghanistan Vs India,Afghanistan,4,Hashmatullah Shahidi (c),80,88,8,1,90.90,out,ODI # 4666
Afghanistan Vs India,Afghanistan,5,Azmatullah Omarzai,62,69,2,4,89.85,out,ODI # 4666
Afghanistan Vs India,Afghanistan,6,Mohammad Nabi,19,27,1,0,70.37,out,ODI # 4666
Afghanistan Vs India,Afghanistan,7,Najibullah Zadran,2,8,0,0,25.00,out,ODI # 4666
Afghanistan Vs India,Afghanistan,8,Rashid Khan,16,12,1,1,133.33,out,ODI # 4666
Afghanistan Vs India,Afghanistan,9,Mujeeb Ur Rahman,10,12,2,0,83.33,not_out,ODI # 4666
Afghanistan Vs India,Afghanistan,10,Naveen-ul-Haq,9,8,1,0,112.50,not_out,ODI # 4666
Afghanistan Vs India,India,1,Rohit Sharma (c),131,84,16,5,155.95,out,ODI # 4666
Afghanistan Vs India,India,2,Ishan Kishan,47,47,5,2,100.00,out,ODI # 4666
Afghanistan Vs India,India,3,Virat Kohli,55,56,6,0,98.21,not_out,ODI # 4666
Afghanistan Vs India,India,4,Shreyas Iyer,25,23,1,1,108.69,not_out,ODI # 4666
Pakistan Vs Netherlands,Pakistan,1,Fakhar Zaman,12,15,3,0,80.00,out,ODI # 4659
Pakistan Vs Netherlands,Pakistan,2,Imam-ul-Haq,15,19,2,0,78.94,out,ODI # 4659
Pakistan Vs Netherlands,Pakistan,3,Babar Azam (c),5,18,0,0,27.77,out,ODI # 4659
Pakistan Vs Netherlands,Pakistan,4,Mohammad Rizwan,68,75,8,0,90.66,out,ODI # 4659
Pakistan Vs Netherlands,Pakistan,5,Saud Shakeel,68,52,9,1,130.76,out,ODI # 4659
Pakistan Vs Netherlands,Pakistan,6,Iftikhar Ahmed,9,11,1,0,81.81,out,ODI # 4659
Pakistan Vs Netherlands,Pakistan,7,Mohammad Nawaz,39,43,4,0,90.69,out,ODI # 4659
Pakistan Vs Netherlands,Pakistan,8,Shadab Khan,32,34,2,1,94.11,out,ODI # 4659
Pakistan Vs Netherlands,Pakistan,9,Hasan Ali,0,1,0,0,0.00,out,ODI # 4659
Pakistan Vs Netherlands,Pakistan,10,Shaheen Shah Afridi,13,12,2,0,108.33,not_out,ODI # 4659
Pakistan Vs Netherlands,Pakistan,11,Haris Rauf,16,14,2,1,114.28,out,ODI # 4659
Pakistan Vs Netherlands,Netherlands,1,Vikramjit Singh,52,67,4,1,77.61,out,ODI # 4659
Pakistan Vs Netherlands,Netherlands,2,Max O'Dowd,5,12,1,0,41.66,out,ODI # 4659
Pakistan Vs Netherlands,Netherlands,3,Colin Ackermann,17,21,3,0,80.95,out,ODI # 4659
Pakistan Vs Netherlands,Netherlands,4,Bas de Leede,67,68,6,2,98.52,out,ODI # 4659
Pakistan Vs Netherlands,Netherlands,5,Teja Nidamanuru,5,9,1,0,55.55,out,ODI # 4659
Pakistan Vs Netherlands,Netherlands,6,Scott Edwards (c),0,2,0,0,0.00,out,ODI # 4659
Pakistan Vs Netherlands,Netherlands,7,Saqib Zulfiqar,10,18,1,0,55.55,out,ODI # 4659
Pakistan Vs Netherlands,Netherlands,8,Roelof van der Merwe,4,7,0,0,57.14,out,ODI # 4659
Pakistan Vs Netherlands,Netherlands,9,Logan van Beek,28,28,3,1,100.00,not_out,ODI # 4659
Pakistan Vs Netherlands,Netherlands,10,Aryan Dutt,1,2,0,0,50.00,out,ODI # 4659
Pakistan Vs Netherlands,Netherlands,11,Paul van Meekeren,7,12,1,0,58.33,out,ODI # 4659
New Zealand Vs Netherlands,New Zealand,1,Devon Conway,32,40,5,1,80.00,out,ODI # 4663
New Zealand Vs Netherlands,New Zealand,2,Will Young,70,80,7,2,87.50,out,ODI # 4663
New Zealand Vs Netherlands,New Zealand,3,Rachin Ravindra,51,51,3,1,100.00,out,ODI # 4663
New Zealand Vs Netherlands,New Zealand,4,Daryl Mitchell,48,47,5,2,102.12,out,ODI # 4663
New Zealand Vs Netherlands,New Zealand,5,Tom Latham (c),53,46,6,1,115.21,out,ODI # 4663
New Zealand Vs Netherlands,New Zealand,6,Glenn Phillips,4,4,1,0,100.00,out,ODI # 4663
New Zealand Vs Netherlands,New Zealand,7,Mark Chapman,5,13,0,0,38.46,out,ODI # 4663
New Zealand Vs Netherlands,New Zealand,8,Mitchell Santner,36,17,3,2,211.76,not_out,ODI # 4663
New Zealand Vs Netherlands,New Zealand,9,Matt Henry,10,4,0,1,250.00,not_out,ODI # 4663
New Zealand Vs Netherlands,Netherlands,1,Vikramjit Singh,12,20,1,0,60.00,out,ODI # 4663
New Zealand Vs Netherlands,Netherlands,2,Max O'Dowd,16,31,2,0,51.61,out,ODI # 4663
New Zealand Vs Netherlands,Netherlands,3,Colin Ackermann,69,73,5,0,94.52,out,ODI # 4663
New Zealand Vs Netherlands,Netherlands,4,Bas de Leede,18,25,3,0,72.00,out,ODI # 4663
New Zealand Vs Netherlands,Netherlands,5,Teja Nidamanuru,21,26,2,1,80.76,out,ODI # 4663
New Zealand Vs Netherlands,Netherlands,6,Scott Edwards (c),30,27,2,1,111.11,out,ODI # 4663
New Zealand Vs Netherlands,Netherlands,7,Sybrand Engelbrecht,29,34,3,0,85.29,out,ODI # 4663
New Zealand Vs Netherlands,Netherlands,8,Roelof van der Merwe,1,6,0,0,16.66,out,ODI # 4663
New Zealand Vs Netherlands,Netherlands,9,Ryan Klein,8,15,0,0,53.33,out,ODI # 4663
New Zealand Vs Netherlands,Netherlands,10,Aryan Dutt,11,20,0,1,55.00,out,ODI # 4663
New Zealand Vs Netherlands,Netherlands,11,Paul van Meekeren,4,3,1,0,133.33,not_out,ODI # 4663
South Africa Vs England,South Africa,1,Quinton de Kock,4,2,1,0,200.00,out,ODI # 4677
South Africa Vs England,South Africa,2,Reeza Hendricks,85,75,9,3,113.33,out,ODI # 4677
South Africa Vs England,South Africa,3,Rassie van der Dussen,60,61,8,0,98.36,out,ODI # 4677
South Africa Vs England,South Africa,4,Aiden Markram (c),42,44,4,0,95.45,out,ODI # 4677
South Africa Vs England,South Africa,5,Heinrich Klaasen,109,67,12,4,162.68,out,ODI # 4677
South Africa Vs England,South Africa,6,David Miller,5,6,1,0,83.33,out,ODI # 4677
South Africa Vs England,South Africa,7,Marco Jansen,75,42,3,6,178.57,not_out,ODI # 4677
South Africa Vs England,South Africa,8,Gerald Coetzee,3,3,0,0,100.00,out,ODI # 4677
South Africa Vs England,South Africa,9,Keshav Maharaj,1,1,0,0,100.00,not_out,ODI # 4677
South Africa Vs England,England,1,Jonny Bairstow,10,12,1,1,83.33,out,ODI # 4677
South Africa Vs England,England,2,Dawid Malan,6,11,1,0,54.54,out,ODI # 4677
South Africa Vs England,England,3,Joe Root,2,6,0,0,33.33,out,ODI # 4677
South Africa Vs England,England,4,Ben Stokes,5,8,1,0,62.50,out,ODI # 4677
South Africa Vs England,England,5,Harry Brook,17,25,2,1,68.00,out,ODI # 4677
South Africa Vs England,England,6,Jos Buttler (c),15,7,2,1,214.28,out,ODI # 4677
South Africa Vs England,England,7,David Willey,12,12,1,1,100.00,out,ODI # 4677
South Africa Vs England,England,8,Adil Rashid,10,14,1,0,71.42,out,ODI # 4677
South Africa Vs England,England,9,Gus Atkinson,35,21,7,0,166.66,out,ODI # 4677
South Africa Vs England,England,10,Mark Wood,43,17,2,5,252.94,not_out,ODI # 4677
South Africa Vs England,England,11,Reece Topley,-,-,-,-,-,not_out,ODI # 4677
Afghanistan Vs Bangladesh,Afghanistan,1,Rahmanullah Gurbaz,47,62,4,1,75.80,out,ODI # 4660
Afghanistan Vs Bangladesh,Afghanistan,2,Ibrahim Zadran,22,25,3,1,88.00,out,ODI # 4660
Afghanistan Vs Bangladesh,Afghanistan,3,Rahmat Shah,18,25,1,0,72.00,out,ODI # 4660
Afghanistan Vs Bangladesh,Afghanistan,4,Hashmatullah Shahidi (c),18,38,2,0,47.36,out,ODI # 4660
Afghanistan Vs Bangladesh,Afghanistan,5,Najibullah Zadran,5,13,0,0,38.46,out,ODI # 4660
Afghanistan Vs Bangladesh,Afghanistan,6,Mohammad Nabi,6,12,0,0,50.00,out,ODI # 4660
Afghanistan Vs Bangladesh,Afghanistan,7,Azmatullah Omarzai,22,20,4,0,110.00,out,ODI # 4660
Afghanistan Vs Bangladesh,Afghanistan,8,Rashid Khan,9,16,1,0,56.25,out,ODI # 4660
Afghanistan Vs Bangladesh,Afghanistan,9,Mujeeb Ur Rahman,1,4,0,0,25.00,out,ODI # 4660
Afghanistan Vs Bangladesh,Afghanistan,10,Naveen-ul-Haq,0,6,0,0,0.00,out,ODI # 4660
Afghanistan Vs Bangladesh,Afghanistan,11,Fazalhaq Farooqi,0,3,0,0,0.00,not_out,ODI # 4660
Afghanistan Vs Bangladesh,Bangladesh,1,Tanzid Hasan,5,13,1,0,38.46,out,ODI # 4660
Afghanistan Vs Bangladesh,Bangladesh,2,Litton Das,13,18,2,0,72.22,out,ODI # 4660
Afghanistan Vs Bangladesh,Bangladesh,3,Mehidy Hasan Miraz,57,73,5,0,78.08,out,ODI # 4660
Afghanistan Vs Bangladesh,Bangladesh,4,Najmul Hossain Shanto,59,83,3,1,71.08,not_out,ODI # 4660
Afghanistan Vs Bangladesh,Bangladesh,5,Shakib Al Hasan (c),14,19,2,0,73.68,out,ODI # 4660
Afghanistan Vs Bangladesh,Bangladesh,6,Mushfiqur Rahim,2,3,0,0,66.66,not_out,ODI # 4660
South Africa Vs Australia,South Africa,1,Quinton de Kock,109,106,8,5,102.83,out,ODI # 4667
South Africa Vs Australia,South Africa,2,Temba Bavuma (c),35,55,2,0,63.63,out,ODI # 4667
South Africa Vs Australia,South Africa,3,Rassie van der Dussen,26,30,2,0,86.66,out,ODI # 4667
South Africa Vs Australia,South Africa,4,Aiden Markram,56,44,7,1,127.27,out,ODI # 4667
South Africa Vs Australia,South Africa,5,Heinrich Klaasen,29,27,3,0,107.40,out,ODI # 4667
South Africa Vs Australia,South Africa,6,David Miller,17,13,1,1,130.76,out,ODI # 4667
South Africa Vs Australia,South Africa,7,Marco Jansen,26,22,3,1,118.18,out,ODI # 4667
South Africa Vs Australia,South Africa,8,Kagiso Rabada,0,1,0,0,0.00,not_out,ODI # 4667
South Africa Vs Australia,South Africa,9,Keshav Maharaj,0,2,0,0,0.00,not_out,ODI # 4667
South Africa Vs Australia,Australia,1,Mitchell Marsh,7,15,0,0,46.66,out,ODI # 4667
South Africa Vs Australia,Australia,2,David Warner,13,27,2,0,48.14,out,ODI # 4667
South Africa Vs Australia,Australia,3,Steven Smith,19,16,4,0,118.75,out,ODI # 4667
South Africa Vs Australia,Australia,4,Marnus Labuschagne,46,74,3,0,62.16,out,ODI # 4667
South Africa Vs Australia,Australia,5,Josh Inglis,5,4,1,0,125.00,out,ODI # 4667
South Africa Vs Australia,Australia,6,Glenn Maxwell,3,17,0,0,17.64,out,ODI # 4667
South Africa Vs Australia,Australia,7,Marcus Stoinis,5,4,1,0,125.00,out,ODI # 4667
South Africa Vs Australia,Australia,8,Mitchell Starc,27,51,3,0,52.94,out,ODI # 4667
South Africa Vs Australia,Australia,9,Pat Cummins (c),22,21,4,0,104.76,out,ODI # 4667
South Africa Vs Australia,Australia,10,Adam Zampa,11,16,1,0,68.75,not_out,ODI # 4667
South Africa Vs Australia,Australia,11,Josh Hazlewood,2,2,0,0,100.00,out,ODI # 4667
England Vs New Zealand,England,1,Jonny Bairstow,33,35,4,1,94.28,out,ODI # 4658
England Vs New Zealand,England,2,Dawid Malan,14,24,2,0,58.33,out,ODI # 4658
England Vs New Zealand,England,3,Joe Root,77,86,4,1,89.53,out,ODI # 4658
England Vs New Zealand,England,4,Harry Brook,25,16,4,1,156.25,out,ODI # 4658
England Vs New Zealand,England,5,Moeen Ali,11,17,1,0,64.70,out,ODI # 4658
England Vs New Zealand,England,6,Jos Buttler (c),43,42,2,2,102.38,out,ODI # 4658
England Vs New Zealand,England,7,Liam Livingstone,20,22,3,0,90.90,out,ODI # 4658
England Vs New Zealand,England,8,Sam Curran,14,19,0,0,73.68,out,ODI # 4658
England Vs New Zealand,England,9,Chris Woakes,11,12,1,0,91.66,out,ODI # 4658
England Vs New Zealand,England,10,Adil Rashid,15,13,0,1,115.38,not_out,ODI # 4658
England Vs New Zealand,England,11,Mark Wood,13,14,0,0,92.85,not_out,ODI # 4658
England Vs New Zealand,New Zealand,1,Devon Conway,152,121,19,3,125.61,not_out,ODI # 4658
England Vs New Zealand,New Zealand,2,Will Young,0,1,0,0,0.00,out,ODI # 4658
England Vs New Zealand,New Zealand,3,Rachin Ravindra,123,96,11,5,128.12,not_out,ODI # 4658
New Zealand Vs Pakistan,New Zealand,1,Devon Conway,35,39,6,0,89.74,out,ODI # 4692
New Zealand Vs Pakistan,New Zealand,2,Rachin Ravindra,108,94,15,1,114.89,out,ODI # 4692
New Zealand Vs Pakistan,New Zealand,3,Kane Williamson (c),95,79,10,2,120.25,out,ODI # 4692
New Zealand Vs Pakistan,New Zealand,4,Daryl Mitchell,29,18,4,1,161.11,out,ODI # 4692
New Zealand Vs Pakistan,New Zealand,5,Mark Chapman,39,27,7,0,144.44,out,ODI # 4692
New Zealand Vs Pakistan,New Zealand,6,Glenn Phillips,41,25,4,2,164.00,out,ODI # 4692
New Zealand Vs Pakistan,New Zealand,7,Mitchell Santner,26,17,0,2,152.94,not_out,ODI # 4692
New Zealand Vs Pakistan,New Zealand,8,Tom Latham,2,2,0,0,100.00,not_out,ODI # 4692
New Zealand Vs Pakistan,Pakistan,1,Abdullah Shafique,4,9,1,0,44.44,out,ODI # 4692
New Zealand Vs Pakistan,Pakistan,2,Fakhar Zaman,126,81,8,11,155.55,not_out,ODI # 4692
New Zealand Vs Pakistan,Pakistan,3,Babar Azam (c),66,63,6,2,104.76,not_out,ODI # 4692
Pakistan Vs Afghanistan,Pakistan,1,Abdullah Shafique,58,75,5,2,77.33,out,ODI # 4679
Pakistan Vs Afghanistan,Pakistan,2,Imam-ul-Haq,17,22,2,0,77.27,out,ODI # 4679
Pakistan Vs Afghanistan,Pakistan,3,Babar Azam (c),74,92,4,1,80.43,out,ODI # 4679
Pakistan Vs Afghanistan,Pakistan,4,Mohammad Rizwan,8,10,0,1,80.00,out,ODI # 4679
Pakistan Vs Afghanistan,Pakistan,5,Saud Shakeel,25,34,3,0,73.52,out,ODI # 4679
Pakistan Vs Afghanistan,Pakistan,6,Shadab Khan,40,38,1,1,105.26,out,ODI # 4679
Pakistan Vs Afghanistan,Pakistan,7,Iftikhar Ahmed,40,27,2,4,148.14,out,ODI # 4679
Pakistan Vs Afghanistan,Pakistan,8,Shaheen Shah Afridi,3,3,0,0,100.00,not_out,ODI # 4679
Pakistan Vs Afghanistan,Afghanistan,1,Rahmanullah Gurbaz,65,53,9,1,122.64,out,ODI # 4679
Pakistan Vs Afghanistan,Afghanistan,2,Ibrahim Zadran,87,113,10,0,76.99,out,ODI # 4679
Pakistan Vs Afghanistan,Afghanistan,3,Rahmat Shah,77,84,5,2,91.66,not_out,ODI # 4679
Pakistan Vs Afghanistan,Afghanistan,4,Hashmatullah Shahidi (c),48,45,4,0,106.66,not_out,ODI # 4679
Bangladesh Vs New Zealand,Bangladesh,1,Litton Das,0,1,0,0,0.00,out,ODI # 4668
Bangladesh Vs New Zealand,Bangladesh,2,Tanzid Hasan,16,17,4,0,94.11,out,ODI # 4668
Bangladesh Vs New Zealand,Bangladesh,3,Mehidy Hasan Miraz,30,46,4,0,65.21,out,ODI # 4668
Bangladesh Vs New Zealand,Bangladesh,4,Najmul Hossain Shanto,7,8,1,0,87.50,out,ODI # 4668
Bangladesh Vs New Zealand,Bangladesh,5,Shakib Al Hasan (c),40,51,3,2,78.43,out,ODI # 4668
Bangladesh Vs New Zealand,Bangladesh,6,Mushfiqur Rahim,66,75,6,2,88.00,out,ODI # 4668
Bangladesh Vs New Zealand,Bangladesh,7,Towhid Hridoy,13,25,0,0,52.00,out,ODI # 4668
Bangladesh Vs New Zealand,Bangladesh,8,Mahmudullah,41,49,2,2,83.67,not_out,ODI # 4668
Bangladesh Vs New Zealand,Bangladesh,9,Taskin Ahmed,17,19,0,2,89.47,out,ODI # 4668
Bangladesh Vs New Zealand,Bangladesh,10,Mustafizur Rahman,4,10,0,0,40.00,out,ODI # 4668
Bangladesh Vs New Zealand,Bangladesh,11,Shoriful Islam,2,3,0,0,66.66,not_out,ODI # 4668
Bangladesh Vs New Zealand,New Zealand,1,Devon Conway,45,59,3,0,76.27,out,ODI # 4668
Bangladesh Vs New Zealand,New Zealand,2,Rachin Ravindra,9,13,2,0,69.23,out,ODI # 4668
Bangladesh Vs New Zealand,New Zealand,3,Kane Williamson (c),78,107,8,1,72.89,not_out,ODI # 4668
Bangladesh Vs New Zealand,New Zealand,4,Daryl Mitchell,89,67,6,4,132.83,not_out,ODI # 4668
Bangladesh Vs New Zealand,New Zealand,5,Glenn Phillips,16,11,1,1,145.45,not_out,ODI # 4668
South Africa Vs New Zealand,South Africa,1,Quinton de Kock,114,116,10,3,98.27,out,ODI # 4689
South Africa Vs New Zealand,South Africa,2,Temba Bavuma (c),24,28,4,1,85.71,out,ODI # 4689
South Africa Vs New Zealand,South Africa,3,Rassie van der Dussen,133,118,9,5,112.71,out,ODI # 4689
South Africa Vs New Zealand,South Africa,4,David Miller,53,30,2,4,176.66,out,ODI # 4689
South Africa Vs New Zealand,South Africa,5,Heinrich Klaasen,15,7,1,1,214.28,not_out,ODI # 4689
South Africa Vs New Zealand,South Africa,6,Aiden Markram,6,1,0,1,600.00,not_out,ODI # 4689
South Africa Vs New Zealand,New Zealand,1,Devon Conway,2,6,0,0,33.33,out,ODI # 4689
South Africa Vs New Zealand,New Zealand,2,Will Young,33,37,5,0,89.18,out,ODI # 4689
South Africa Vs New Zealand,New Zealand,3,Rachin Ravindra,9,16,1,0,56.25,out,ODI # 4689
South Africa Vs New Zealand,New Zealand,4,Daryl Mitchell,24,30,4,0,80.00,out,ODI # 4689
South Africa Vs New Zealand,New Zealand,5,Tom Latham (c),4,15,0,0,26.66,out,ODI # 4689
South Africa Vs New Zealand,New Zealand,6,Glenn Phillips,60,50,4,4,120.00,out,ODI # 4689
South Africa Vs New Zealand,New Zealand,7,Mitchell Santner,7,18,1,0,38.88,out,ODI # 4689
South Africa Vs New Zealand,New Zealand,8,Tim Southee,7,11,1,0,63.63,out,ODI # 4689
South Africa Vs New Zealand,New Zealand,9,James Neesham,0,8,0,0,0.00,out,ODI # 4689
South Africa Vs New Zealand,New Zealand,10,Trent Boult,9,14,1,0,64.28,out,ODI # 4689
South Africa Vs New Zealand,New Zealand,11,Matt Henry,0,9,0,0,0.00,not_out,ODI # 4689
Australia Vs Pakistan,Australia,1,David Warner,163,124,14,9,131.45,out,ODI # 4675
Australia Vs Pakistan,Australia,2,Mitchell Marsh,121,108,10,9,112.03,out,ODI # 4675
Australia Vs Pakistan,Australia,3,Glenn Maxwell,0,1,0,0,0.00,out,ODI # 4675
Australia Vs Pakistan,Australia,4,Steven Smith,7,9,0,0,77.77,out,ODI # 4675
Australia Vs Pakistan,Australia,5,Marcus Stoinis,21,24,1,1,87.50,out,ODI # 4675
Australia Vs Pakistan,Australia,6,Josh Inglis,13,9,3,0,144.44,out,ODI # 4675
Australia Vs Pakistan,Australia,7,Marnus Labuschagne,8,12,1,0,66.66,out,ODI # 4675
Australia Vs Pakistan,Australia,8,Pat Cummins (c),6,8,0,0,75.00,not_out,ODI # 4675
Australia Vs Pakistan,Australia,9,Mitchell Starc,2,3,0,0,66.66,out,ODI # 4675
Australia Vs Pakistan,Australia,10,Josh Hazlewood,0,1,0,0,0.00,out,ODI # 4675
Australia Vs Pakistan,Australia,11,Adam Zampa,1,1,0,0,100.00,not_out,ODI # 4675
Australia Vs Pakistan,Pakistan,1,Abdullah Shafique,64,61,7,2,104.91,out,ODI # 4675
Australia Vs Pakistan,Pakistan,2,Imam-ul-Haq,70,71,10,0,98.59,out,ODI # 4675
Australia Vs Pakistan,Pakistan,3,Babar Azam (c),18,14,3,0,128.57,out,ODI # 4675
Australia Vs Pakistan,Pakistan,4,Mohammad Rizwan,46,40,5,0,115.00,out,ODI # 4675
Australia Vs Pakistan,Pakistan,5,Saud Shakeel,30,31,5,0,96.77,out,ODI # 4675
Australia Vs Pakistan,Pakistan,6,Iftikhar Ahmed,26,20,0,3,130.00,out,ODI # 4675
Australia Vs Pakistan,Pakistan,7,Mohammad Nawaz,14,16,0,1,87.50,out,ODI # 4675
Australia Vs Pakistan,Pakistan,8,Usama Mir,0,3,0,0,0.00,out,ODI # 4675
Australia Vs Pakistan,Pakistan,9,Shaheen Shah Afridi,10,8,2,0,125.00,out,ODI # 4675
Australia Vs Pakistan,Pakistan,10,Hasan Ali,8,8,2,0,100.00,out,ODI # 4675
Australia Vs Pakistan,Pakistan,11,Haris Rauf,0,1,0,0,0.00,not_out,ODI # 4675
Pakistan Vs India,Pakistan,1,Abdullah Shafique,20,24,3,0,83.33,out,ODI # 4669
Pakistan Vs India,Pakistan,2,Imam-ul-Haq,36,38,6,0,94.73,out,ODI # 4669
Pakistan Vs India,Pakistan,3,Babar Azam (c),50,58,7,0,86.20,out,ODI # 4669
Pakistan Vs India,Pakistan,4,Mohammad Rizwan,49,69,7,0,71.01,out,ODI # 4669
Pakistan Vs India,Pakistan,5,Saud Shakeel,6,10,0,0,60.00,out,ODI # 4669
Pakistan Vs India,Pakistan,6,Iftikhar Ahmed,4,4,1,0,100.00,out,ODI # 4669
Pakistan Vs India,Pakistan,7,Shadab Khan,2,5,0,0,40.00,out,ODI # 4669
Pakistan Vs India,Pakistan,8,Mohammad Nawaz,4,14,0,0,28.57,out,ODI # 4669
Pakistan Vs India,Pakistan,9,Hasan Ali,12,19,2,0,63.15,out,ODI # 4669
Pakistan Vs India,Pakistan,10,Shaheen Shah Afridi,2,10,0,0,20.00,not_out,ODI # 4669
Pakistan Vs India,Pakistan,11,Haris Rauf,2,6,0,0,33.33,out,ODI # 4669
Pakistan Vs India,India,1,Rohit Sharma (c),86,63,6,6,136.50,out,ODI # 4669
Pakistan Vs India,India,2,Shubman Gill,16,11,4,0,145.45,out,ODI # 4669
Pakistan Vs India,India,3,Virat Kohli,16,18,3,0,88.88,out,ODI # 4669
Pakistan Vs India,India,4,Shreyas Iyer,53,62,3,2,85.48,not_out,ODI # 4669
Pakistan Vs India,India,5,KL Rahul,19,29,2,0,65.51,not_out,ODI # 4669
Bangladesh Vs India,Bangladesh,1,Tanzid Hasan,51,43,5,3,118.60,out,ODI # 4674
Bangladesh Vs India,Bangladesh,2,Litton Das,66,82,7,0,80.48,out,ODI # 4674
Bangladesh Vs India,Bangladesh,3,Najmul Hossain Shanto (c),8,17,0,0,47.05,out,ODI # 4674
Bangladesh Vs India,Bangladesh,4,Mehidy Hasan Miraz,3,13,0,0,23.07,out,ODI # 4674
Bangladesh Vs India,Bangladesh,5,Towhid Hridoy,16,35,0,0,45.71,out,ODI # 4674
Bangladesh Vs India,Bangladesh,6,Mushfiqur Rahim,38,46,1,1,82.60,out,ODI # 4674
Bangladesh Vs India,Bangladesh,7,Mahmudullah,46,36,3,3,127.77,out,ODI # 4674
Bangladesh Vs India,Bangladesh,8,Nasum Ahmed,14,18,2,0,77.77,out,ODI # 4674
Bangladesh Vs India,Bangladesh,9,Mustafizur Rahman,1,7,0,0,14.28,not_out,ODI # 4674
Bangladesh Vs India,Bangladesh,10,Shoriful Islam,7,3,0,1,233.33,not_out,ODI # 4674
Bangladesh Vs India,India,1,Rohit Sharma (c),48,40,7,2,120.00,out,ODI # 4674
Bangladesh Vs India,India,2,Shubman Gill,53,55,5,2,96.36,out,ODI # 4674
Bangladesh Vs India,India,3,Virat Kohli,103,97,6,4,106.18,not_out,ODI # 4674
Bangladesh Vs India,India,4,Shreyas Iyer,19,25,2,0,76.00,out,ODI # 4674
Bangladesh Vs India,India,5,KL Rahul,34,34,3,1,100.00,not_out,ODI # 4674
Australia Vs India,Australia,1,David Warner,41,52,6,0,78.84,out,ODI # 4662
Australia Vs India,Australia,2,Mitchell Marsh,0,6,0,0,0.00,out,ODI # 4662
Australia Vs India,Australia,3,Steven Smith,46,71,5,0,64.78,out,ODI # 4662
Australia Vs India,Australia,4,Marnus Labuschagne,27,41,1,0,65.85,out,ODI # 4662
Australia Vs India,Australia,5,Glenn Maxwell,15,25,1,0,60.00,out,ODI # 4662
Australia Vs India,Australia,6,Alex Carey,0,2,0,0,0.00,out,ODI # 4662
Australia Vs India,Australia,7,Cameron Green,8,20,0,0,40.00,out,ODI # 4662
Australia Vs India,Australia,8,Pat Cummins (c),15,24,1,1,62.50,out,ODI # 4662
Australia Vs India,Australia,9,Mitchell Starc,28,35,2,1,80.00,out,ODI # 4662
Australia Vs India,Australia,10,Adam Zampa,6,20,0,0,30.00,out,ODI # 4662
Australia Vs India,Australia,11,Josh Hazlewood,1,1,0,0,100.00,not_out,ODI # 4662
Australia Vs India,India,1,Rohit Sharma (c),0,6,0,0,0.00,out,ODI # 4662
Australia Vs India,India,2,Ishan Kishan,0,1,0,0,0.00,out,ODI # 4662
Australia Vs India,India,3,Virat Kohli,85,116,6,0,73.27,out,ODI # 4662
Australia Vs India,India,4,Shreyas Iyer,0,3,0,0,0.00,out,ODI # 4662
Australia Vs India,India,5,KL Rahul,97,115,8,2,84.34,not_out,ODI # 4662
Australia Vs India,India,6,Hardik Pandya,11,8,0,1,137.50,not_out,ODI # 4662
Netherlands Vs Sri Lanka,Netherlands,1,Vikramjit Singh,4,13,1,0,30.76,out,ODI # 4676
Netherlands Vs Sri Lanka,Netherlands,2,Max O'Dowd,16,27,1,1,59.25,out,ODI # 4676
Netherlands Vs Sri Lanka,Netherlands,3,Colin Ackermann,29,31,5,0,93.54,out,ODI # 4676
Netherlands Vs Sri Lanka,Netherlands,4,Bas de Leede,6,21,0,0,28.57,out,ODI # 4676
Netherlands Vs Sri Lanka,Netherlands,5,Teja Nidamanuru,9,16,0,0,56.25,out,ODI # 4676
Netherlands Vs Sri Lanka,Netherlands,6,Scott Edwards (c),16,16,0,0,100.00,out,ODI # 4676
Netherlands Vs Sri Lanka,Netherlands,7,Sybrand Engelbrecht,70,82,4,1,85.36,out,ODI # 4676
Netherlands Vs Sri Lanka,Netherlands,8,Logan van Beek,59,75,1,1,78.66,out,ODI # 4676
Netherlands Vs Sri Lanka,Netherlands,9,Roelof van der Merwe,7,7,0,0,100.00,out,ODI # 4676
Netherlands Vs Sri Lanka,Netherlands,10,Aryan Dutt,9,6,1,0,150.00,not_out,ODI # 4676
Netherlands Vs Sri Lanka,Netherlands,11,Paul van Meekeren,4,5,0,0,80.00,out,ODI # 4676
